0,647481
0,647475
0,647432
0,647318
0,647101
0,646750
0,646237
0,645537
0,644624
0,643478
0,642078
0,640405
0,638443
0,636177
0,633595
0,630684
0,627435
0,623841
0,619893
0,615589
0,610923
0,605893
0,600499
0,594742
0,588622
0,582143
0,575310
0,568126
0,560600
0,552737
0,544547
0,536039
0,527224
0,518111
0,508714
0,499046
0,489118
0,478947
0,468546
0,457931
0,447118
0,436123
0,424963
0,413656
0,402218
0,390669
0,379026
0,367308
0,355533
0,343721
0,331889
0,320057
0,308245
0,296470
0,284752
0,273109
0,261560
0,250122
0,238815
0,227655
0,216660
0,205847
0,195232
0,184831
0,174660
0,164732
0,155063
0,145667
0,136554
0,127739
0,119231
0,111041
0,103178
0,095652
0,088468
0,081635
0,075156
0,069036
0,063279
0,057885
0,052855
0,048189
0,043884
0,039937
0,036343
0,033094
0,030183
0,027601
0,025335
0,023373
0,021700
0,020299
0,019153
0,018241
0,017540
0,017028
0,016677
0,016460
0,016346
0,016303
