0,236366
0,236255
0,235534
0,233735
0,230531
0,225725
0,219234
0,211077
0,201362
0,190271
0,178045
0,164976
0,151387
0,137623
0,124034
0,110965
0,098740
0,087648
0,077933
0,069777
0,063286
0,058479
0,055275
0,053476
0,052755
0,052644
0,052871
0,054350
0,058043
0,064617
0,074480
0,087800
0,104537
0,124472
0,147231
0,172318
0,199135
0,227019
0,255264
0,283148
0,309966
0,335052
0,357812
0,377747
0,394484
0,407804
0,417667
0,424241
0,427934
0,429413
0,429640
0,429896
0,429655
0,429760
0,430033
0,430544
0,431350
0,432500
0,434035
0,435984
0,438371
0,441210
0,444509
0,448269
0,452482
0,457138
0,462219
0,467702
0,473560
0,479762
0,486274
0,493056
0,500068
0,507267
0,514607
0,522043
0,529526
0,537010
0,544446
0,551786
0,558985
0,565997
0,572779
0,579291
0,585493
0,591351
0,596834
0,601915
0,606571
0,610784
0,614544
0,617843
0,620682
0,623069
0,625019
0,626553
0,627704
0,628510
0,629020
0,629293
